customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6233-['H' 'M' 'S' 'Z' 'C'],Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,94.42,945.31,Yes
2591-['H' 'B' 'H' 'M' 'M'],Female,1,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),100.81,2314.79,No
2312-['F' 'X' 'S' 'P' 'H'],Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.69,5809.79,No
3139-['A' 'P' 'I' 'M' 'K'],Male,0,No,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.48,61.41,No
3604-['Y' 'U' 'J' 'D' 'F'],Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.15,1397.35,No
5795-['G' 'E' 'K' 'M' 'Z'],Male,0,Yes,Yes,17,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.34,1366.85,Yes
3808-['S' 'W' 'J' 'J' 'K'],Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.24,1357.16,Yes
4741-['G' 'R' 'D' 'B' 'N'],Female,0,No,No,32,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),85.87,2750.33,No
9780-['L' 'G' 'B' 'M' 'N'],Female,0,No,Yes,9,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),58.07,519.66,No
2136-['I' 'Q' 'H' 'B' 'X'],Male,0,No,Yes,72,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),82.98,5978.18,Yes
2007-['F' 'S' 'G' 'J' 'I'],Female,0,Yes,Yes,58,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,64.56,3742.91,No
2435-['O' 'E' 'V' 'D' 'T'],Female,0,No,Yes,30,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,77.53,2330.37,No
2887-['D' 'R' 'D' 'Q' 'L'],Female,1,No,No,27,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),58.52,1575.76,Yes
9073-['V' 'A' 'V' 'Z' 'X'],Female,0,Yes,Yes,59,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,91.91,5422.55,No
7353-['R' 'N' 'O' 'L' 'D'],Female,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.91,192.79,Yes
9954-['C' 'T' 'L' 'G' 'K'],Female,0,No,Yes,54,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),76.54,4130.64,No
8813-['O' 'O' 'S' 'K' 'Z'],Female,0,No,No,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,73.34,956.13,No
4356-['D' 'Q' 'C' 'M' 'I'],Female,1,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.89,5410.0,Yes
1038-['O' 'W' 'K' 'T' 'B'],Female,0,Yes,Yes,14,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),88.72,1237.26,No
4155-['V' 'K' 'C' 'Q' 'L'],Female,1,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,75.76,76.84,Yes
1988-['U' 'O' 'P' 'E' 'T'],Female,0,No,Yes,23,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,63.51,1460.64,No
2682-['Y' 'E' 'C' 'A' 'Z'],Male,0,No,No,63,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,62.43,3930.05,No
1933-['O' 'B' 'C' 'Q' 'Y'],Female,1,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.95,5461.46,No
1791-['L' 'R' 'O' 'L' 'P'],Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.51,636.7,No
4610-['H' 'N' 'Y' 'Q' 'U'],Female,1,Yes,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.57,480.75,No
9711-['O' 'N' 'R' 'T' 'G'],Male,1,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.76,999.77,No
1959-['L' 'U' 'X' 'Z' 'C'],Female,0,Yes,No,38,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),68.34,2595.09,Yes
8725-['O' 'Y' 'N' 'G' 'Q'],Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,95.64,5932.43,Yes
2875-['D' 'I' 'F' 'P' 'Y'],Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.72,822.3,No
8099-['V' 'V' 'U' 'U' 'B'],Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,83.67,5353.47,Yes
6463-['H' 'K' 'M' 'Q' 'H'],Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),79.66,242.04,No
9465-['R' 'N' 'O' 'F' 'K'],Female,0,No,Yes,28,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,70.39,1970.9,No
6420-['Y' 'A' 'F' 'I' 'H'],Male,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.06, ,Yes
1778-['V' 'S' 'X' 'I' 'Q'],Male,0,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.71,1503.76,No
7731-['Y' 'N' 'O' 'P' 'V'],Female,1,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.23,666.68,Yes
3720-['J' 'H' 'R' 'A' 'B'],Female,0,No,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,61.97,3594.36,No
7368-['A' 'I' 'M' 'A' 'M'],Female,0,Yes,Yes,61,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.27,3798.14,Yes
8833-['V' 'G' 'B' 'F' 'G'],Female,0,Yes,Yes,35,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.86,3041.82,Yes
1089-['N' 'Z' 'R' 'O' 'B'],Male,0,No,No,55,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,92.34,5076.31,Yes
1105-['W' 'L' 'Q' 'H' 'K'],Male,0,Yes,No,20,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.21,1562.45,No
9508-['C' 'F' 'I' 'F' 'I'],Female,0,Yes,No,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.66,804.24,Yes
1552-['R' 'L' 'H' 'H' 'R'],Male,1,No,No,8,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,80.28,644.03,Yes
4389-['T' 'O' 'G' 'K' 'T'],Male,0,No,Yes,10,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,86.25,865.77,No
1207-['D' 'F' 'Z' 'V' 'Z'],Female,0,No,Yes,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,105.44,7273.07,Yes
1894-['C' 'I' 'J' 'N' 'K'],Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,98.24, ,No
8179-['W' 'L' 'M' 'Y' 'M'],Male,1,No,No,69,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,79.39,5478.35,Yes
2266-['Z' 'S' 'W' 'N' 'D'],Female,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.69,5377.66,No
5780-['H' 'W' 'U' 'W' 'S'],Male,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),28.5,853.19,No
8979-['R' 'F' 'R' 'S' 'V'],Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),32.65,1172.0,No
5644-['X' 'I' 'C' 'J' 'S'],Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,100.72,4633.23,No
7236-['V' 'O' 'A' 'G' 'L'],Female,0,No,Yes,46,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),67.29,3094.22,No
8005-['U' 'Z' 'X' 'T' 'E'],Male,0,Yes,Yes,68,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,68.38,4646.44,Yes
4453-['T' 'X' 'R' 'Q' 'S'],Male,1,No,Yes,57,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),93.88,5355.05,No
5703-['I' 'D' 'Z' 'U' 'B'],Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,105.22,3687.61,No
6631-['D' 'B' 'O' 'B' 'D'],Female,0,Yes,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.66,672.15,No
2394-['Z' 'V' 'L' 'C' 'M'],Female,0,Yes,Yes,63,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,68.78,4335.89,No
1529-['H' 'U' 'O' 'A' 'C'],Female,0,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.89,2305.89,No
4591-['D' 'P' 'W' 'J' 'L'],Male,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),91.11,3737.52,No
1525-['N' 'B' 'W' 'E' 'E'],Male,0,No,No,47,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.85,2949.39,Yes
5648-['V' 'O' 'N' 'X' 'G'],Male,0,No,Yes,29,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.34,2761.44,No
4155-['B' 'G' 'F' 'Q' 'Y'],Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),100.83,2012.31,Yes
9219-['B' 'C' 'E' 'E' 'A'],Male,0,No,Yes,59,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed check,72.71,4284.99,No
6543-['L' 'X' 'D' 'M' 'W'],Male,0,No,Yes,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,79.31,949.78,No
4374-['K' 'J' 'C' 'V' 'N'],Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.7, ,Yes
6724-['J' 'L' 'I' 'A' 'E'],Female,0,No,Yes,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,92.96,5948.36,Yes
6895-['K' 'L' 'A' 'Y' 'V'],Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.86,2808.93,No
7099-['Y' 'K' 'E' 'O' 'E'],Female,1,Yes,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,81.89,3025.58,Yes
4568-['X' 'L' 'X' 'O' 'O'],Male,0,Yes,Yes,24,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,69.57,1669.98,No
2925-['L' 'T' 'R' 'N' 'B'],Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.65,2088.98,No
1968-['E' 'T' 'Z' 'A' 'W'],Female,1,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,85.48,4960.8,No
2058-['F' 'E' 'U' 'E' 'A'],Male,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,90.35,2886.28,No
2229-['L' 'J' 'T' 'U' 'R'],Female,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,70.9,2839.43,Yes
2239-['K' 'B' 'Y' 'R' 'Y'],Female,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),91.47,2657.18,No
6342-['X' 'O' 'K' 'R' 'W'],Male,0,Yes,Yes,56,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,61.12,3424.88,Yes
8595-['F' 'T' 'W' 'M' 'T'],Male,0,No,Yes,48,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,86.41,4150.02,Yes
2969-['J' 'W' 'H' 'R' 'U'],Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,94.76,4458.06,No
9320-['W' 'H' 'F' 'E' 'O'],Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.56,1953.85,Yes
2198-['B' 'A' 'W' 'W' 'Z'],Male,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,64.62,3106.71,No
7089-['R' 'R' 'Q' 'Z' 'H'],Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.14,4747.17,No
1302-['H' 'Q' 'L' 'H' 'Y'],Female,0,No,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.08,1601.67,Yes
5909-['D' 'A' 'A' 'S' 'P'],Male,0,No,Yes,64,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),84.19,5386.77,No
4124-['P' 'E' 'I' 'Z' 'B'],Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.54,303.4,Yes
6105-['F' 'I' 'A' 'I' 'Y'],Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.33,5463.98,No
7924-['I' 'U' 'M' 'I' 'K'],Male,0,Yes,Yes,5,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,83.46,418.5,No
4173-['N' 'D' 'F' 'S' 'F'],Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.63,1770.37,Yes
4553-['R' 'M' 'I' 'W' 'S'],Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.94,2178.38,Yes
2388-['K' 'A' 'X' 'V' 'G'],Male,1,Yes,No,0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.79, ,Yes
3772-['O' 'A' 'L' 'Z' 'G'],Male,0,No,Yes,31,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.5,2432.06,No
3190-['U' 'S' 'Y' 'A' 'Q'],Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.03,189.4,Yes
9927-['Q' 'C' 'L' 'F' 'Z'],Female,1,Yes,Yes,48,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),92.45,4435.21,Yes
8010-['H' 'N' 'N' 'J' 'B'],Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,90.78,1630.77,No
3989-['I' 'C' 'U' 'Z' 'H'],Female,0,No,No,59,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.99,3771.8,No
3863-['B' 'F' 'U' 'Z' 'Y'],Female,1,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,72.02,2015.22,No
1011-['E' 'B' 'P' 'E' 'O'],Female,0,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,61.3,3003.63,No
9234-['P' 'W' 'F' 'N' 'R'],Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,84.1,84.1,No
7570-['M' 'U' 'W' 'K' 'W'],Female,0,Yes,Yes,72,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,66.41,4785.98,No
5431-['O' 'U' 'O' 'Y' 'D'],Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.64,1797.85,Yes
9906-['S' 'O' 'D' 'U' 'M'],Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.56,1579.27,No
5882-['B' 'N' 'D' 'P' 'U'],Male,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,81.84,4825.29,Yes
4610-['O' 'C' 'H' 'P' 'J'],Female,0,Yes,Yes,35,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.78,3003.34,Yes
6539-['R' 'B' 'Q' 'M' 'D'],Male,0,No,Yes,60,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),72.99,4379.7,No
3137-['Y' 'K' 'G' 'L' 'J'],Male,0,No,No,16,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),73.25,1176.82,No
8052-['G' 'X' 'Q' 'J' 'J'],Male,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.8,1384.88,No
6047-['D' 'T' 'D' 'V' 'G'],Male,0,Yes,Yes,59,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),89.0,5251.76,Yes
6291-['X' 'M' 'J' 'O' 'M'],Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.87,590.04,No
8285-['U' 'V' 'I' 'Z' 'I'],Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),93.47,4576.58,No
1009-['X' 'Z' 'Y' 'J' 'H'],Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,92.68,180.51,No
7295-['P' 'Q' 'Z' 'E' 'D'],Male,0,No,Yes,42,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,92.86,3902.02,No
7807-['S' 'D' 'G' 'J' 'Y'],Female,0,Yes,No,56,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.14,3587.82,No
1145-['S' 'D' 'J' 'A' 'W'],Female,1,No,No,49,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,77.95,3815.7,Yes
1482-['L' 'B' 'A' 'W' 'U'],Male,0,No,Yes,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),92.53,6201.96,No
9853-['P' 'E' 'O' 'C' 'G'],Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.88,4793.83,Yes
8327-['K' 'J' 'I' 'N' 'M'],Female,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.08,976.17,No
7652-['Y' 'Y' 'B' 'C' 'G'],Male,1,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.63,1337.52,No
7780-['G' 'I' 'Q' 'K' 'G'],Male,0,No,Yes,41,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,71.92,2946.88,No
3349-['S' 'D' 'Z' 'F' 'J'],Female,0,No,Yes,14,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,74.68,1042.69,No
7764-['N' 'D' 'H' 'E' 'A'],Male,0,Yes,Yes,32,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,70.08,2238.63,Yes
8843-['C' 'I' 'H' 'A' 'F'],Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,78.5,781.3,No
3472-['G' 'D' 'M' 'Q' 'B'],Female,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.79,561.63,Yes
6051-['E' 'L' 'U' 'H' 'F'],Female,0,No,Yes,23,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,75.38,1729.62,Yes
2735-['R' 'C' 'V' 'L' 'Z'],Male,1,Yes,Yes,63,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),81.0,5102.32,No
8426-['V' 'F' 'B' 'W' 'L'],Female,0,No,Yes,64,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.87,5045.89,Yes
3817-['F' 'Q' 'C' 'B' 'W'],Male,0,Yes,Yes,72,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,61.17,4406.31,No
5211-['H' 'V' 'L' 'Z' 'D'],Male,1,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,64.95,1042.9,Yes
4374-['Y' 'W' 'P' 'J' 'Y'],Male,0,No,Yes,60,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,59.13,3550.65,No
4083-['Q' 'P' 'L' 'H' 'T'],Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.88,1510.63,Yes
2679-['M' 'W' 'S' 'H' 'V'],Female,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,72.97,3644.52,No
7099-['H' 'X' 'L' 'A' 'Y'],Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),92.97,2419.32,No
1285-['U' 'T' 'F' 'V' 'R'],Male,0,Yes,Yes,60,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,74.74,4483.03,No
5895-['A' 'U' 'P' 'L' 'F'],Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),82.41,4693.23,No
3785-['N' 'D' 'A' 'W' 'R'],Female,0,Yes,Yes,30,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,79.1,2376.42,No
3408-['U' 'B' 'Y' 'I' 'A'],Female,0,Yes,No,11,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.28,881.46,No
6962-['C' 'T' 'W' 'Z' 'D'],Male,0,No,No,45,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,63.5,2854.68,No
5406-['F' 'C' 'V' 'K' 'O'],Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),77.12,2317.31,No
5437-['E' 'T' 'J' 'L' 'O'],Female,0,No,No,31,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.44,2621.66,No
1560-['J' 'F' 'R' 'M' 'C'],Male,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,64.97,2012.46,No
8629-['F' 'C' 'P' 'G' 'T'],Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,95.17,4947.39,No
8693-['I' 'O' 'U' 'C' 'B'],Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),80.7,4842.8,Yes
8002-['B' 'C' 'R' 'N' 'T'],Female,1,No,Yes,45,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.47,2903.48,No
7097-['J' 'Y' 'B' 'Y' 'V'],Male,0,Yes,No,6,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,77.53,460.81,Yes
5259-['N' 'A' 'N' 'P' 'V'],Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.0,90.93,No
9429-['T' 'C' 'C' 'I' 'F'],Male,0,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.25,1598.28,No
2048-['M' 'U' 'B' 'H' 'U'],Male,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.31,3126.92,No
8137-['D' 'Y' 'O' 'D' 'M'],Female,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.57,3034.04,Yes
8179-['M' 'N' 'T' 'R' 'F'],Male,0,No,No,53,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.33,4632.99,No
3719-['K' 'B' 'W' 'S' 'S'],Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,87.42,4630.95,No
